TweetID	Label
1245507381045403653	4
1245501517421056002	5
1242409074161004544	0
1245865550057582592	6
1242402308526399488	3
1244723748156198913	4
1245460609426247680	2
1242399649467633669	0
1245868263310934019	2
1245505414017331200	7
1242407274762526720	1
1245865541073399808	6
1242404535886172163	1
1245503849277706241	7
1238899376287887360	2
1245502449617637379	2
1242402447110344704	4
1244173718651166720	7
1245863611550949376	6
1244482024175333377	2
1246850555303079937	0
1245863607516008448	2
1242409497299165185	5
1242409707056193536	5
1245867289871712256	2
1238220738433175553	2
1247509810091823104	3
1242405902956847104	0
1245505288402341891	4
1242400013881200640	1
1242421510146535424	0
1242402866129711109	7
1242403281747488769	7
1245509746934808578	3
1244356039224569862	2
1242404074491760640	3
1242404388875968514	4
1245859834399883272	6
1242406681503465474	7
1245469943774117888	2
1242403717967724545	7
1245503086476566530	4
1245507792451952641	5
1237929969612881921	6
1245864727210647553	2
1243906661841920003	2
1245508870396456961	4
1245502108633350144	0
1245867105813061632	5
1245818509474648074	6
1242421837440651264	3
1242404552697098241	7
1245503425959415810	4
1242407455201484801	1
1245864492635803650	5
1242403050523955202	0
1242384689949786112	7
1242399897367838721	1
1245864664426135553	2
1242407203568603138	7
1242399654089650176	1
1242124942575054850	4
1242407953996619776	1
1245863599056158721	5
1242402459261308929	1
1245460285848080384	0
1242168142073196545	7
1242405488052113409	0
1245863599085510658	5
1242400161130778624	1
1245509654278332417	1
1245509260127227906	3
1245504156120633344	1
1242404454269419521	3
1242420444562468866	7
1242419069292142595	0
1242409652857344001	7
1242420427877572609	4
1242404513727893506	0
1242402333935296513	6
1242207077331697664	7
1242403541437673472	0
1245465672047644674	6
1242406271774580738	5
1242400140129959936	7
1242402963047448578	1
1243653590025220102	1
1234711404709543937	2
1245502125322522628	5
1245502117210718208	2
1242400173487054851	7
1245507003889393664	5
1242402602177961986	6
1242403445346373633	7
1242405475381100544	0
1242827185930604551	0
1245792580996075522	6
1242408335829356545	3
1242406578730360832	3
1242403755217338368	0
1244387670090027008	2
1245865583087718403	2
1245864694071431169	2
1245501542716837889	0
1242408432470298625	1
1242159132381188096	0
1242403516431265792	0
1245287342384066563	0
1245863624477941761	2
1242403327532511232	4
1242399556786098176	0
1242406221598121986	3
1245502947573841921	0
1242403608693538818	0
1244451911127961607	5
1245864551326810112	6
1245501374789554179	1
1245502121442770944	3
1242281214716841987	3
1245502469343449093	4
1245788984048889857	7
1242404032674758656	3
1245502285377126401	7
1243642439363112960	4
1245864681429856256	6
1245863594996027393	6
1242409816003354624	3
1245865554088345600	2
1243282256581533696	2
1242405429038194690	1
1245864434242707462	6
1245864026900291590	6
1242203215720038400	0
1242401947837026304	0
1245864421722710017	6
1242421560058707968	5
1245468721264680960	6
1245863611546779649	6
1242402095166296064	4
1245867336189366272	6
1242421162380013569	1
1245864698102202370	6
1245503136397058048	4
1246559639677919233	0
1237749156011216899	2
1239190795338559493	2
1242393290768560129	7
1242404434891726848	3
1245509486971764737	4
1242408965067223040	7
1242404238396923905	0
1245509448673591297	4
1245506982351523840	7
1242420818019143680	5
1243468553157738497	3
1242421627410952193	5
1242402883187826689	5
1245506516913979392	3
1242407735595057152	5
1245864035339231234	6
1242403411770978304	7
1245864043560046593	6
1245868258793639938	6
1245457965085118466	6
1245866388272472064	2
1242402153689464832	7
1242399595067518976	1
1239900462868029442	0
1245864035699937280	2
1242403088880807936	5
1242403785009287168	7
1245863607423733760	6
1245864727089049600	2
1242135589182464011	3
1245864727567159302	6
1242402304097005568	3
1242408411117076480	0
1245504747282579457	5
1244332625550082048	6
1242411693730193408	1
1245507431343566854	0
1245863599110672384	6
1242421774421286913	5
1243967490776014850	2
1247557224932704257	0
1245509692664627202	3
1242421608742105089	5
1242399624528154624	5
1245502117080596481	3
1242404443238301697	1
1242313572949979137	3
1242405432208941056	4
1242399296823025665	1
1242402245657997313	3
1242402237105635329	4
1245504835333640192	4
1242406515249762304	1
1245502272559333378	7
1242402786521812998	1
1245508421337722882	4
1242201399884054529	3
1245472652460003336	2
1245506479395942407	3
1243148173494935553	5
1242403395132153856	3
1245864031795048449	6
1242400707728355328	4
1242405244400787458	4
1242385009710747649	3
1242402430517686273	1
1242402442949677056	5
1242403847840108546	0
1244021205042110464	1
1242405818819129344	0
1241107300716367873	1
1242402186753171456	7
1242402568850071553	7
1242303345173225472	1
1242403797546070017	3
1242421606682636289	4
1245503199416586240	4
1242403977792065536	7
1243629967990075392	5
1242371616400605184	7
1243665174793302016	2
1245863590998847491	6
1245454802198450182	6
1242259126358552578	0
1245501534638571523	5
1245501727295655937	1
1243665174793302016	2
1245505955229569027	1
1243969485780004864	3
1245863615837560832	6
1242400110895460354	0
1242407929040551936	7
1245506231965552641	7
1242400018478268416	0
1242408654151671808	7
1245508932891795458	7
1242405893896978432	7
1242402967036157953	0
1242404409704738818	3
1242421518174490624	0
1242328001330712577	5
1242406254712098816	5
1242084635858927617	0
1245522363069812742	0
1245863616059826178	2
1242401972998811649	0
1245509113574014976	0
1242419517898346496	4
1242402640337596422	7
1242404736751394816	1
1245865549399076864	2
1242420414346858498	3
1245506507086667776	4
1245509151725359104	3
1243689355077734400	4
1243847401032626176	1
1242402417636933634	2
1242404406261358593	4
1241377018102439937	4
1242403479001403392	7
1242408905935851520	5
1242403864592240640	5
1245503295612956673	4
1239075490087833600	2
1242403528917819392	0
1242408159605448704	1
1242399641108385792	3
1242400123113492480	7
1245036035513495553	6
1245864039340584962	6
1242409774312022016	7
1245864652367474688	6
1245864044067557381	6
1245508593731817473	3
1245505556221169665	4
1245447070225399808	6
1245506861224337409	4
1245450258160717825	6
1245502441283452928	1
1245064655657189376	2
1242419572445253633	0
1245868317518118913	2
1245509365270020099	1
1245837816527032321	6
1245866115357487109	2
1242419223789547521	5
1242407837734559744	5
1243550615558434816	2
1245863590831116289	6
1239770742482276354	3
1242403558185742338	7
1245352274336952320	4
1245441204717785094	5
1245867089207808008	2
1245345508266311680	7
1245507569705238528	3
1245863598921900034	2
1245867629706797056	2
1245864002099372032	5
1245118138397548546	2
1245509541376266240	4
1244346645271191555	7
1245496831871721472	6
1245505829010321409	4
1242421753655316484	5
1242399414330761217	4
1245466408068296704	1
1245863611534209026	6
1247524749250424834	7
1242364636915105792	1
1242406225792229378	4
1242358942681858048	7
1242403281646899202	1
1242404091353092099	7
1242421870378586113	1
1245863590814298113	6
1242060171926519814	6
1242408075895738369	3
1242399964472303618	1
1232794465196068866	6
1245509386040156161	4
1242408990299926528	1
1245864697808617473	6
1245506306867433472	4
1242399577787043848	7
1242420104807223296	6
1242404011417821184	3
1242399276417810433	4
1245072730761953281	1
1245864651570606080	6
1245033112792432640	6
1242403932166553600	7
1247540046686605313	3
1245864450910875649	2
1242402379833753600	7
1242399691695783936	7
1242401981156724737	4
1244710282389143552	2
1242306140274216961	7
1242399997972418560	7
1242400014644785153	7
1245234556988522496	2
1245864551049859074	2
1242405043409690625	3
1245009030822670338	2
1243219832314658818	2
1244412598403072000	3
1242399624041762816	3
1245505916939763718	3
1245864694260199424	2
1245868200132112384	2
1242957269442035712	2
1245507649845813248	3
1245864043455209478	2
1245823704552157185	3
1245504822498988032	3
1242402564475424769	3
1242404699631947776	3
1245505229916966914	3
